index,prediction
72099,500.0 None
72100,3.93 inch
72101,
72102,2.0 ounce
72103,9.0 millimeter
72104,100.0 None
72105,11.0 None
72106,2.2 inch
72107,3.7 inch
72108,3.7 inch
72109,3.7 inch
72110,100.0 centimeter
72111,150.0 centimeter
72112,115.0 millimeter
72113,40.0 millimeter
72114,9.0 centimeter
72115,3.5 inch
72116,62.0 centimeter
72117,3.0 centimeter
72118,4.84 inch
72119,8.26 inch
72120,7.5 centimeter
72121,3.0 inch
72122,40.0 centimeter
72123,40.0 centimeter
72124,
72125,11.0 centimeter
72126,300.0 pound
72127,8.0 None
72128,17.9 centimeter
72129,213.0 centimeter
72130,17.5 centimeter
72131,2.2 inch
72132,
72133,6.5 centimeter
72134,1350.0 millimeter
72135,
72136,
72137,
72138,145.0 millimeter
72139,32.0 ounce
72140,700.0 None
72141,42.0 millimeter
72142,15.0 centimeter
72143,37.0 inch
72144,37.0 inch
72145,37.0 inch
72146,6.0 None
72147,
72148,330.0 pound
72149,20.0 centimeter
72150,56.0 centimeter
72151,56.0 centimeter
72152,56.0 centimeter
72153,9.0 centimeter
72154,9.0 centimeter
72155,9.0 centimeter
72156,200.0 millimeter
72157,1200.0 millimeter
72158,1200.0 millimeter
72159,1200.0 millimeter
72160,4.5 centimeter
72161,4.5 centimeter
72162,3.0 None
72163,10.0 centimeter
72164,
72165,30.0 millilitre
72166,59.0 inch
72167,2.64 inch
72168,23.0 centimeter
72169,50.0 millilitre
72170,700.0 millimeter
72171,19.29 inch
72172,14.5 centimeter
72173,14.5 centimeter
72174,
72175,
72176,
72177,20.0 millimeter
72178,150.0 millimeter
72179,4.0 centimeter
72180,4.0 centimeter
72181,200.0 gram
72182,113.0 gram
72183,50.0 centimeter
72184,
72185,
72186,
72187,14.0 centimeter
72188,9.2 centimeter
72189,1.18 inch
72190,3.0 centimeter
72191,3.0 centimeter
72192,5.91 inch
72193,5.91 inch
72194,5.0 gram
72195,60.0 pound
72196,56.0 centimeter
72197,66.0 None
72198,96.0 centimeter
72199,
72200,2.55 inch
72201,9.25 inch
72202,25.0 None
72203,25.0 None
72204,270.0 centimeter
72205,350.0 centimeter
72206,265.0 pound
72207,35.5 centimeter
72208,25.0 centimeter
72209,
72210,
72211,
72212,5.0 gram
72213,
72214,9.1 centimeter
72215,9.1 centimeter
72216,28.0 centimeter
72217,28.0 centimeter
72218,60.0 centimeter
72219,60.0 centimeter
72220,6.8 centimeter
72221,470.0 None
72222,132.0 ounce
72223,12.0 centimeter
72224,203.0 centimeter
72225,60.0 millimeter
72226,120.0 millimeter
72227,2.36 inch
72228,2.36 inch
72229,9.8 inch
72230,7.5 centimeter
72231,
72232,40.0 centimeter
72233,
72234,300.0 pound
72235,9.6 inch
72236,9.45 inch
72237,2.0 centimeter
72238,2.0 centimeter
72239,2.0 centimeter
72240,20.0 ounce
72241,20.0 gram
72242,15.7 inch
72243,40.0 centimeter
72244,
72245,5.89 inch
72246,15.0 centimeter
72247,
72248,3.0 None
72249,10.0 inch
72250,26.0 centimeter
72251,8.27 centimeter
72252,8.27 centimeter
72253,53.0 centimeter
72254,7.5 centimeter
72255,26.0 centimeter
72256,6.7 inch
72257,2.0 None
72258,2.0 None
72259,16.0 millimeter
72260,78.0 millimeter
72261,35.0 centimeter
72262,18.0 inch
72263,18.0 inch
72264,
72265,
72266,2.0 inch
72267,8.0 centimeter
72268,5.0 centimeter
72269,52.0 centimeter
72270,
72271,51.2 watt
72272,28.0 centimeter
72273,18.0 centimeter
72274,9.0 None
72275,5.19 inch
72276,13.2 centimeter
72277,
72278,
72279,5.0 inch
72280,5.0 inch
72281,17.0 ounce
72282,454.0 gram
72283,0.96 inch
72284,75.0 millimeter
72285,9.6 centimeter
72286,8.6 centimeter
72287,8.6 centimeter
72288,7.7 inch
72289,10.62 inch
72290,10.62 inch
72291,50.0 centimeter
72292,6.0 None
72293,84.0 inch
72294,2.0 None
72295,143.0 gram
72296,30.5 centimeter
72297,10.0 centimeter
72298,3.93 inch
72299,3.93 inch
72300,12.0 inch
72301,4.0 inch
72302,10.0 centimeter
72303,10.0 centimeter
72304,20.0 centimeter
72305,
72306,18.5 centimeter
72307,
72308,
72309,9.1 centimeter
72310,9.1 centimeter
72311,9.1 centimeter
72312,9.0 gram
72313,9.0 gram
72314,107.0 centimeter
72315,364.0 gram
72316,2.56 inch
72317,65.0 millimeter
72318,6.3 inch
72319,6.3 inch
72320,0.41 None
72321,22.5 centimeter
72322,6.3 inch
72323,38.8 centimeter
72324,74.0 centimeter
72325,125.0 centimeter
72326,
72327,
72328,12.5 centimeter
72329,25.0 None
72330,12.8 centimeter
72331,30.0 centimeter
72332,7.0 centimeter
72333,70.0 centimeter
72334,2.0 centimeter
72335,16.0 centimeter
72336,30.0 centimeter
72337,30.0 centimeter
72338,30.0 centimeter
72339,755.0 millimeter
72340,
72341,9.84 inch
72342,20.0 centimeter
72343,3.0 centimeter
72344,44.0 centimeter
72345,38.0 centimeter
72346,1400.0 watt
72347,
72348,12.0 None
72349,0.0 None
72350,377.0 millimeter
72351,2.56 inch
72352,
72353,9.5 centimeter
72354,100.0 millimeter
72355,100.0 millimeter
72356,
72357,
72358,
72359,
72360,3.5 inch
72361,5.0 volt
72362,
72363,9.0 centimeter
72364,9.0 centimeter
72365,500.0 pound
72366,20.0 centimeter
72367,20.0 centimeter
72368,1.57 inch
72369,1.57 inch
72370,0.2 millimeter
72371,0.2 millimeter
72372,0.2 millimeter
72373,22.0 millimeter
72374,0.87 inch
72375,22.0 millimeter
72376,160.0 centimeter
72377,8.0 ounce
72378,4.0 centimeter
72379,4.0 centimeter
72380,20.0 centimeter
72381,20.0 centimeter
72382,1.0 None
72383,4.0 centimeter
72384,6.0 centimeter
72385,
72386,23.5 centimeter
72387,
72388,126.0 millimeter
72389,22.0 centimeter
72390,21.0 centimeter
72391,6.0 None
72392,
72393,
72394,100.0 centimeter
72395,195.0 centimeter
72396,
72397,13.4 centimeter
72398,300.0 None
72399,64.0 gram
72400,65.0 millimeter
72401,65.0 millimeter
72402,25.0 centimeter
72403,
72404,21.0 volt
72405,0.49 inch
72406,4.3 inch
72407,4.3 inch
72408,25.0 centimeter
72409,25.0 centimeter
72410,25.0 centimeter
72411,32.0 centimeter
72412,9.44 inch
72413,913.0 gram
72414,15.0 inch
72415,2.91 inch
72416,3.4 centimeter
72417,20.0 None
72418,
72419,1500.0 watt
72420,
72421,26.0 centimeter
72422,71.0 millimeter
72423,50.0 millimeter
72424,
72425,40.0 centimeter
72426,12.0 None
72427,12.0 None
72428,285.0 gram
72429,169.0 millimeter
72430,172.0 millimeter
72431,82.0 centimeter
72432,21.0 centimeter
72433,21.0 centimeter
72434,8.26 inch
72435,45.0 meter
72436,45.0 meter
72437,40.0 centimeter
72438,2.0 None
72439,16.8 centimeter
72440,5.0 centimeter
72441,30.0 millimeter
72442,1.18 inch
72443,4.5 centimeter
72444,16.5 centimeter
72445,130.0 centimeter
72446,135.0 centimeter
72447,50.0 None
72448,3.0 inch
72449,50.0 None
72450,32.3 None
72451,1.5 centimeter
72452,
72453,18.5 inch
72454,
72455,
72456,7.0 None
72457,0.5 inch
72458,12.0 centimeter
72459,
72460,70.0 centimeter
72461,27.6 inch
72462,16.0 None
72463,16.0 None
72464,8.0 None
72465,15.0 kilogram
72466,15.0 kilogram
72467,6.0 inch
72468,48.0 gram
72469,180.0 millimeter
72470,5.0 volt
72471,53.0 millimeter
72472,43.0 centimeter
72473,371.0 millimeter
72474,14.0 centimeter
72475,41.0 centimeter
72476,60.0 centimeter
72477,2.9 inch
72478,16.93 inch
72479,430.0 millimeter
72480,224.0 centimeter
72481,
72482,
72483,
72484,43.0 centimeter
72485,1863.0 ounce
72486,51.0 centimeter
72487,51.0 centimeter
72488,
72489,400.0 watt
72490,19.0 centimeter
72491,14.0 centimeter
72492,14.0 centimeter
72493,29.0 centimeter
72494,
72495,
72496,2.75 inch
72497,7.0 centimeter
72498,66.0 centimeter
72499,9.5 centimeter
72500,20.5 centimeter
72501,6.7 inch
72502,5.5 inch
72503,7.0 None
72504,7.0 None
72505,7.0 None
72506,40.0 centimeter
72507,97.0 centimeter
72508,15.0 millilitre
72509,66.0 centimeter
72510,66.0 centimeter
72511,50.0 centimeter
72512,50.0 centimeter
72513,3.5 inch
72514,261.0 None
72515,3.0 inch
72516,23.0 centimeter
72517,81.0 centimeter
72518,12.6 inch
72519,32.0 centimeter
72520,37.8 inch
72521,96.0 centimeter
72522,10.0 inch
72523,10.0 centimeter
72524,5.0 centimeter
72525,1.0 inch
72526,1.3 inch
72527,86.0 centimeter
72528,86.0 centimeter
72529,33.4 inch
72530,55.0 inch
72531,14.9 inch
72532,3.54 inch
72533,9.0 centimeter
72534,286.0 pound
72535,2.7 inch
72536,2.7 inch
72537,29.2 centimeter
72538,11.5 centimeter
72539,
72540,
72541,17.6 centimeter
72542,48.2 centimeter
72543,100.0 None
72544,3.5 inch
72545,14.9 inch
72546,5.0 centimeter
72547,0.0 None
72548,56.0 centimeter
72549,24.0 centimeter
72550,150.0 pound
72551,522.0 gram
72552,25.0 centimeter
72553,25.0 centimeter
72554,16.0 ounce
72555,1.5 centimeter
72556,0.79 inch
72557,
72558,
72559,5.0 None
72560,5.0 None
72561,79.0 None
72562,100.0 centimeter
72563,21.9 inch
72564,13.8 inch
72565,11.45 inch
72566,13.9 inch
72567,27.0 centimeter
72568,4.0 centimeter
72569,9.0 gram
72570,3.3 inch
72571,230.0 centimeter
72572,230.0 centimeter
72573,470.0 ounce
72574,14.93 inch
72575,22.5 centimeter
72576,960.0 None
72577,24.0 centimeter
72578,2.0 None
72579,
72580,24.0 inch
72581,
72582,3.15 inch
72583,3.15 inch
72584,
72585,
72586,15.0 centimeter
72587,15.0 centimeter
72588,14.5 centimeter
72589,47.5 centimeter
72590,8.3 None
72591,
72592,
72593,8.0 centimeter
72594,250.0 millimeter
72595,8.8 centimeter
72596,1.97 inch
72597,135.0 millimeter
72598,72.0 None
72599,40.0 centimeter
72600,10.0 centimeter
72601,7.8 inch
72602,7.8 inch
72603,7.8 inch
72604,19.0 None
72605,4.0 inch
72606,1.1 inch
72607,1.5 inch
72608,
72609,
72610,5.5 inch
72611,
72612,
72613,35.0 gram
72614,3.14 inch
72615,10.5 centimeter
72616,5.5 inch
72617,7.5 centimeter
72618,14.0 centimeter
72619,
72620,
72621,170.0 centimeter
72622,
72623,
72624,0.05 centimeter
72625,3.63 inch
72626,3.63 inch
72627,5.0 inch
72628,5.0 inch
72629,
72630,8.0 inch
72631,
72632,6.5 centimeter
72633,15.5 centimeter
72634,13.8 inch
72635,13.8 inch
72636,40.0 centimeter
72637,44.0 centimeter
72638,100.0 pound
72639,142.0 gram
72640,17.0 None
72641,6.3 centimeter
72642,9.0 centimeter
72643,3500.0 pound
72644,8.0 centimeter
72645,2.0 centimeter
72646,9.3 centimeter
72647,3840.0 None
72648,2160.0 None
72649,87.0 None
72650,68.0 pound
72651,12.0 centimeter
72652,
72653,3.2 inch
72654,11.2 centimeter
72655,6.0 None
72656,6.0 None
72657,8.0 ounce
72658,45.0 None
72659,5.0 centimeter
72660,750.0 watt
72661,120.0 volt
72662,
72663,9.5 centimeter
72664,9.5 centimeter
72665,148.0 centimeter
72666,243.0 pound
72667,8.0 centimeter
72668,11.7 inch
72669,80.0 centimeter
72670,40.0 centimeter
72671,
72672,55.0 centimeter
72673,45.0 centimeter
72674,7.07 inch
72675,10.0 centimeter
72676,32.0 centimeter
72677,50.0 centimeter
72678,21.0 centimeter
72679,26.0 centimeter
72680,23.0 gram
72681,4.5 centimeter
72682,4.5 centimeter
72683,6.49 inch
72684,16.5 centimeter
72685,18.0 centimeter
72686,5.0 None
72687,3.2 meter
72688,40.0 millimeter
72689,11.62 inch
72690,1.8 centimeter
72691,7.0 centimeter
72692,40.0 millimeter
72693,30.0 centimeter
72694,30.0 centimeter
72695,30.0 centimeter
72696,13.3 inch
72697,
72698,
72699,7.0 centimeter
72700,170.0 centimeter
72701,60.0 gram
72702,10.0 centimeter
72703,
72704,
72705,8.0 volt
72706,22.0 millimeter
72707,10.0 centimeter
72708,53.0 centimeter
72709,53.0 centimeter
72710,5.0 None
72711,5.0 None
72712,150.0 None
72713,13.0 centimeter
72714,19.0 centimeter
72715,15.5 centimeter
72716,16.5 centimeter
72717,
72718,
72719,98.5 centimeter
72720,210.0 centimeter
72721,60.0 millimeter
72722,5.0 centimeter
72723,61.0 None
72724,30.0 centimeter
72725,
72726,
72727,
72728,15.0 None
72729,4.6 inch
72730,
72731,
72732,
72733,400.0 millimeter
72734,
72735,3.5 pound
72736,18.0 inch
72737,30.0 centimeter
72738,30.0 centimeter
72739,1350.0 watt
72740,
72741,4.9 inch
72742,20.0 millilitre
72743,4.0 inch
72744,
72745,74.0 millimeter
72746,74.0 millimeter
72747,74.0 millimeter
72748,120.0 centimeter
72749,120.0 centimeter
72750,12.0 inch
72751,
72752,12.0 millimeter
72753,520.0 millimeter
72754,
72755,
72756,
72757,52.0 centimeter
72758,9.0 None
72759,24.0 centimeter
72760,17.6 pound
72761,
72762,23.0 centimeter
72763,5.0 inch
72764,195.0 millimeter
72765,7.68 inch
72766,80.0 gram
72767,24.5 centimeter
72768,24.5 centimeter
72769,24.5 centimeter
72770,1450.0 None
72771,13.5 centimeter
72772,28.0 pound
72773,250.0 pound
72774,2.75 inch
72775,24.0 None
72776,24.0 None
72777,17.0 centimeter
72778,
72779,
72780,
72781,304.0 None
72782,6.0 centimeter
72783,12.5 centimeter
72784,4.0 centimeter
72785,1.2 inch
72786,270.0 centimeter
72787,50.0 centimeter
72788,33.0 millimeter
72789,80.0 millimeter
72790,900.0 None
72791,15.5 centimeter
72792,113.0 millimeter
72793,16.0 centimeter
72794,16.0 centimeter
72795,21.0 centimeter
72796,10.0 centimeter
72797,21.0 centimeter
72798,1.49 inch
72799,4.17 inch
72800,1.49 inch
72801,
72802,8.0 centimeter
72803,12.0 centimeter
72804,7.0 centimeter
72805,8.5 inch
72806,21.5 centimeter
72807,
72808,2.75 inch
72809,2.75 inch
72810,1.77 inch
72811,4.5 centimeter
72812,4.6 centimeter
72813,1070.0 millimeter
72814,13.0 inch
72815,13.0 inch
72816,1.3 inch
72817,1.3 inch
72818,2.36 inch
72819,6.0 centimeter
72820,25.0 centimeter
72821,70.0 None
72822,35.0 None
72823,35.0 None
72824,340.0 gram
72825,27.0 centimeter
72826,
72827,
72828,0.0 None
72829,8.5 centimeter
72830,6.5 centimeter
72831,17.5 centimeter
72832,12.0 centimeter
72833,20.0 centimeter
72834,23.0 millimeter
72835,25.0 centimeter
72836,25.0 centimeter
72837,25.0 centimeter
72838,12.0 centimeter
72839,15.0 centimeter
72840,5.0 centimeter
72841,220.0 pound
72842,4.4 centimeter
72843,150.0 kilogram
72844,
72845,
72846,7.5 centimeter
72847,19.5 centimeter
72848,19.5 centimeter
72849,25.0 None
72850,2.0 inch
72851,2.0 inch
72852,10.0 centimeter
72853,27.0 centimeter
72854,36.0 centimeter
72855,
72856,
72857,17.6 centimeter
72858,17.6 centimeter
72859,80.0 millimeter
72860,3.15 inch
72861,80.0 millimeter
72862,3.5 centimeter
72863,
72864,255.0 millimeter
72865,
72866,
72867,4.2 centimeter
72868,10.0 centimeter
72869,
72870,
72871,21.0 millilitre
72872,10.0 centimeter
72873,
72874,
72875,17.71 inch
72876,
72877,90.0 centimeter
72878,165.0 None
72879,90.0 centimeter
72880,4.0 inch
72881,3.0 inch
72882,12.5 inch
72883,12.0 None
72884,12.0 None
72885,10.0 millimeter
72886,24.0 centimeter
72887,5.0 centimeter
72888,75.0 centimeter
72889,30.0 centimeter
72890,30.0 centimeter
72891,30.0 centimeter
72892,
72893,
72894,15.0 centimeter
72895,5.0 centimeter
72896,
72897,150.0 watt
72898,
72899,20.0 centimeter
72900,8.0 centimeter
72901,400.0 gram
72902,30.0 pound
72903,
72904,
72905,
72906,
72907,32.0 None
72908,3.34 inch
72909,7.0 None
72910,7.0 None
72911,5.7 inch
72912,0.0 None
72913,850.0 ounce
72914,
72915,10.5 inch
72916,
72917,
72918,13.0 inch
72919,13.0 inch
72920,13.0 inch
72921,200.0 millimeter
72922,3.4 centimeter
72923,3785.0 ounce
72924,3.0 centimeter
72925,300.0 pound
72926,22.0 ounce
72927,9.0 centimeter
72928,32.0 gram
72929,120.0 centimeter
72930,30.0 centimeter
72931,39.4 inch
72932,4.0 None
72933,
72934,330.0 pound
72935,15.0 centimeter
72936,265.0 pound
72937,52.0 millimeter
72938,84.0 centimeter
72939,33.07 inch
72940,97.0 centimeter
72941,270.0 None
72942,5.12 None
72943,5.12 None
72944,1.02 None
72945,
72946,60.0 centimeter
72947,
72948,
72949,2.5 inch
72950,2.5 inch
72951,100.0 kilogram
72952,9.0 centimeter
72953,150.0 millimeter
72954,5.9 inch
72955,
72956,440.0 pound
72957,5.1 inch
72958,5.1 inch
72959,8.0 centimeter
72960,4.72 inch
72961,3.5 inch
72962,14.0 centimeter
72963,40.0 ounce
72964,2.7 centimeter
72965,60.0 centimeter
72966,250.0 centimeter
72967,60.0 centimeter
72968,35.5 centimeter
72969,120.0 centimeter
72970,5.0 centimeter
72971,3.0 None
72972,8.0 inch
72973,18.0 None
72974,18.0 None
72975,
72976,57.0 millimeter
72977,
72978,
72979,
72980,354.0 millilitre
72981,16.0 ounce
72982,
72983,946.0 ounce
72984,3.5 centimeter
72985,3.5 centimeter
72986,0.27 inch
72987,40.0 centimeter
72988,40.0 centimeter
72989,2.0 inch
72990,2.0 inch
72991,16.0 ounce
72992,6.1 inch
72993,4.7 inch
72994,
72995,
72996,
72997,175.0 millimeter
72998,110.0 volt
72999,1250.0 watt
73000,8.25 inch
73001,3.0 None
73002,60.0 centimeter
73003,
73004,30.0 millilitre
73005,4.5 centimeter
73006,5.5 centimeter
73007,3.9 inch
73008,3.9 inch
73009,3.9 inch
73010,9.6 inch
73011,9.6 inch
73012,24.5 centimeter
73013,4.1 inch
73014,50.0 millimeter
73015,2.5 inch
73016,12.0 centimeter
73017,33.5 centimeter
73018,43.5 centimeter
73019,0.67 inch
73020,25.0 millimeter
73021,60.0 centimeter
73022,66.0 millimeter
73023,609.2 millimeter
73024,30.0 centimeter
73025,23.0 centimeter
73026,70.0 millimeter
73027,70.0 millimeter
73028,220.0 pound
73029,470.0 millimeter
73030,500.0 millimeter
73031,18.0 inch
73032,4.0 inch
73033,7.56 None
73034,200.0 centimeter
73035,200.0 centimeter
73036,35.85 millimeter
73037,54.0 millimeter
73038,15.0 centimeter
73039,15.0 centimeter
73040,15.0 centimeter
73041,1.1 inch
73042,0.7 inch
73043,
73044,25.0 millimeter
73045,3.1 inch
73046,8.0 centimeter
73047,10.0 meter
73048,19.5 volt
73049,32.0 centimeter
73050,1.0 ounce
73051,2.5 inch
73052,2.5 inch
73053,63.5 millimeter
73054,120.0 centimeter
73055,6.0 gram
73056,19.5 centimeter
73057,19.5 centimeter
73058,15.0 inch
73059,15.0 inch
73060,600.0 millimeter
73061,126.5 None
73062,131.5 None
73063,11.0 centimeter
73064,3.4 inch
73065,4.3 inch
73066,
73067,12.0 inch
73068,12.0 inch
73069,12.0 inch
73070,1.2 inch
73071,1.4 inch
73072,355.0 ounce
73073,12.0 centimeter
73074,1.2 inch
73075,2.0 None
73076,1.0 None
73077,30.0 centimeter
73078,120.0 centimeter
73079,
73080,25.4 centimeter
73081,1580.0 millimeter
73082,605.0 millimeter
73083,640.0 millimeter
73084,4.5 centimeter
73085,120.0 millimeter
73086,120.0 millimeter
73087,65.0 millimeter
73088,8.0 centimeter
73089,5.7 inch
73090,
73091,
73092,8.6 millimeter
73093,8.0 millimeter
73094,32.0 millimeter
73095,8.0 None
73096,100.0 centimeter
73097,210.0 centimeter
73098,1.77 inch
73099,180.0 None
73100,13.76 inch
73101,13.76 inch
73102,35.0 centimeter
73103,1.0 None
73104,1.0 None
73105,8.0 inch
73106,
73107,1.0 None
73108,5.0 centimeter
73109,
73110,24.0 volt
73111,
73112,2.0 millimeter
73113,
73114,9.4 inch
73115,70.0 centimeter
73116,36.0 centimeter
73117,100.0 centimeter
73118,1.0 None
73119,45.0 centimeter
73120,265.0 pound
73121,
73122,5.39 inch
73123,14.57 inch
73124,14.0 millimeter
73125,14.0 None
73126,12.0 centimeter
73127,180.0 kilogram
73128,
73129,
73130,
73131,20.0 None
73132,20.0 None
73133,1.0 inch
73134,
73135,1200.0 watt
73136,51.0 centimeter
73137,51.0 centimeter
73138,51.0 centimeter
73139,15.74 inch
73140,39.37 inch
73141,39.37 inch
73142,
73143,50.0 centimeter
73144,15.0 centimeter
73145,20.0 centimeter
73146,
73147,40.0 watt
73148,
73149,27.5 inch
73150,39.4 inch
73151,1.89 None
73152,27.0 centimeter
73153,27.0 centimeter
73154,1500.0 watt
73155,
73156,28.0 centimeter
73157,
73158,
73159,7.48 inch
73160,19.0 centimeter
73161,23.0 pound
73162,11.0 centimeter
73163,
73164,36.0 centimeter
73165,5.0 centimeter
73166,5.0 centimeter
73167,
73168,78.0 None
73169,15.0 kilogram
73170,
73171,5.9 None
73172,180.0 centimeter
73173,9.0 centimeter
73174,1.22 inch
73175,3.14 inch
73176,
73177,8.0 centimeter
73178,6.4 centimeter
73179,18.5 centimeter
73180,22.0 centimeter
73181,8.7 inch
73182,22.0 centimeter
73183,950.0 None
73184,305.0 None
73185,5.0 centimeter
73186,9812.5 centimeter
73187,1000.0 None
73188,216.0 millimeter
73189,
73190,
73191,31.49 inch
73192,
73193,
73194,53.34 centimeter
73195,101.6 centimeter
73196,
73197,
73198,14.7 centimeter
73199,14.7 centimeter
73200,3.0 centimeter
73201,3.0 centimeter
73202,11.0 centimeter
73203,152.0 centimeter
73204,7.0 None
73205,8.0 None
73206,20.0 centimeter
73207,20.0 centimeter
73208,40.0 centimeter
73209,1.0 gram
73210,20.0 volt
73211,52.0 pound
73212,
73213,2.35 inch
73214,21.18 centimeter
73215,26.6 centimeter
73216,455.2 millimeter
73217,7.3 inch
73218,0.6 inch
73219,16.0 centimeter
73220,95.0 centimeter
73221,16.0 centimeter
73222,12.8 inch
73223,5.0 volt
73224,
73225,
73226,80.0 ounce
73227,
73228,
73229,24.0 centimeter
73230,
73231,40.0 centimeter
73232,450.0 None
73233,450.0 None
73234,
73235,
73236,101.5 inch
73237,
73238,
73239,13.0 inch
73240,13.0 inch
73241,33.0 centimeter
73242,63.0 centimeter
73243,
73244,
73245,206.2 millimeter
73246,7.3 None
73247,7.3 None
73248,8.4 ounce
73249,2.5 centimeter
73250,22.85 centimeter
73251,
73252,7.2 ounce
73253,
73254,80.0 centimeter
73255,
73256,
73257,
73258,
73259,37.0 centimeter
73260,37.0 centimeter
73261,
73262,19.0 centimeter
73263,30.0 centimeter
73264,5.9 inch
73265,30.0 centimeter
73266,
73267,23.0 centimeter
73268,9.05 inch
73269,9.05 inch
73270,
73271,5.0 centimeter
73272,
73273,
73274,223.0 centimeter
73275,24.5 centimeter
73276,9.6 inch
73277,24.5 centimeter
73278,
73279,
73280,65.0 watt
73281,5.7 centimeter
73282,5.7 centimeter
73283,30.0 None
73284,19.2 inch
73285,300.0 centimeter
73286,
73287,4.9 centimeter
73288,12.0 centimeter
73289,
73290,16.7 centimeter
73291,2.0 None
73292,
73293,110.0 volt
73294,72.0 centimeter
73295,11.4 inch
73296,11.0 inch
73297,7.2 None
73298,120.0 centimeter
73299,9.5 centimeter
73300,9.5 centimeter
73301,25.0 inch
73302,25.0 inch
